batter,name,PA,BABIP,hard_hit_rate,barrel_rate,sweet_spot_rate,avg_exit_velocity,z_contact_rate,hr_fb_rate,pull_rate,o_swing_rate,gb_rate,fb_rate,bb_rate,k_rate,bb_k_ratio,wOBA,xwOBA,xwOBA_gap,team,park_factor,career_babip,babip_baseline,_age_babip,age_adj_career_babip,park_adj_babip_expected,park_adj_hrfb_expected,oaa_babip_adj,xwoba_3yr,wrc_plus_3yr,quality_tier,luck_score,platoon_modifier,career_pa,birth_year,age,seasonal_pattern,amplification_cap_applied,verdict,chase_signal,this_is_real,tier_sell,age_flag
686894,Joey Wiemer,49,0.478,0.4,0.08,0.12,87.28,0.887,0.4,0.32,0.296,0.52,0.2,0.122,0.367,0.333,0.398,0.32,-0.078,WSH,1.0,,0.3,27,0.3,0.2884,0.145,-0.001625,0.2893086172344689,91.8,Below Avg (85-94),-0.1172,Platoon-strength sell (dampened),538.0,1999,27,,False,Slight sell,,,Slight Regression Expected,
609280,Miguel Andújar,56,0.429,0.452,0.0,0.095,90.18333333333332,0.918,0.0,0.476,0.371,0.5,0.167,0.018,0.214,0.083,0.374,0.263,-0.111,SD,1.0,0.3366,0.3366,31,0.3366,0.3402,0.145,0.003642857142857143,0.29572133333333334,93.9,Below Avg (85-94),-0.1198,,1820.0,1995,31,,False,Slight sell,High chase spike — strong sell,,Slight Regression Expected,
573262,Mike Yastrzemski,86,0.296,0.463,0.037,0.111,90.56111111111112,0.837,0.0,0.556,0.305,0.519,0.241,0.093,0.267,0.348,0.272,0.261,-0.011,ATL,1.0,0.2773,0.2773,36,0.2607,0.2525,0.145,0.0018034682080924856,0.31980467091295117,101.5,Above Avg (100-119),-0.1201,Platoon-strength sell (dampened),3199.0,1990,36,Second half fader (amplified),False,Slight sell,High chase spike — strong sell,,Slight Regression Expected,
665750,Leody Taveras,62,0.405,0.41,0.077,0.179,86.7948717948718,0.808,0.167,0.359,0.299,0.275,0.3,0.145,0.21,0.692,0.404,0.394,-0.01,BAL,1.0,0.296,0.296,28,0.296,0.3025,0.145,-0.0014876033057851239,0.2986627078384798,94.8,Below Avg (85-94),-0.1206,Platoon-strength sell (dampened),1955.0,1998,28,Second half fader (amplified),False,Slight sell,,Monitor,Slight Regression Expected,
668885,Austin Martin,65,0.417,0.405,0.054,0.135,86.45675675675676,0.932,0.143,0.405,0.099,0.541,0.189,0.246,0.154,1.6,0.462,0.411,-0.051,MIN,1.0,,0.3,27,0.3,0.2878,0.145,-0.0021843003412969283,0.32035616438356157,101.7,Above Avg (100-119),-0.1235,Platoon-strength sell (dampened),485.0,1999,27,,False,Slight sell,,Monitor,Slight Regression Expected,
665489,Vladimir Guerrero,103,0.378,0.461,0.118,0.118,92.35,0.837,0.154,0.289,0.289,0.553,0.171,0.126,0.126,1.0,0.387,0.386,-0.001,TOR,1.0,0.3384,0.3384,27,0.3384,0.3305,0.145,0.002131926121372032,0.39215347255949495,124.5,Elite (120-129),-0.1292,Platoon-strength sell (dampened),4285.0,1999,27,,False,Slight sell,,Monitor,Slight Regression Expected,
681393,Connor Norby,85,0.333,0.38,0.08,0.06,88.17399999999999,0.781,0.111,0.34,0.242,0.4,0.36,0.082,0.282,0.292,0.328,0.313,-0.015,MIA,0.95,0.2959,0.2959,26,0.2959,0.281,0.1377,-9.63855421686747e-05,0.3102881355932203,93.6,Below Avg (85-94),-0.1353,Platoon-weak overperformance (amplified),589.0,2000,26,,False,Slight sell,,,Slight Regression Expected,
643289,Mauricio Dubón,95,0.333,0.296,0.07,0.155,87.10845070422535,0.909,0.1,0.254,0.326,0.352,0.282,0.053,0.189,0.278,0.358,0.312,-0.046,ATL,1.0,0.3054,0.3054,32,0.2962,0.2975,0.145,0.0013371757925072047,0.2866828528072838,91.0,Below Avg (85-94),-0.1395,,2121.0,1994,32,Second half fader (amplified),False,Slight sell,,,Slight Regression Expected,
694208,Moisés Ballesteros,53,0.459,0.575,0.125,0.25,93.91,0.877,0.25,0.3,0.32,0.375,0.3,0.075,0.17,0.444,0.481,0.417,-0.064,CHC,1.0,,0.3,23,0.3,0.3033,0.145,0.0032542372881355936,0.334,106.0,Above Avg (100-119),-0.1437,,107.0,2003,23,,False,Slight sell,,,Slight Regression Expected,
642715,Willy Adames,103,0.317,0.394,0.121,0.152,89.12272727272727,0.863,0.158,0.409,0.269,0.303,0.288,0.049,0.301,0.161,0.308,0.317,0.009,SF,0.91,0.2832,0.2832,31,0.2832,0.268,0.1319,0.0022909930715935335,0.3336898608349901,96.4,Average (95-99),-0.1479,Platoon-weak overperformance (amplified),4364.0,1995,31,,False,Slight sell,,,Slight Regression Expected,
671218,Heliot Ramos,88,0.37,0.556,0.167,0.241,93.0074074074074,0.883,0.143,0.321,0.338,0.482,0.25,0.057,0.307,0.185,0.312,0.326,0.014,SF,0.91,0.308,0.308,27,0.308,0.2828,0.1319,0.0024582210242587604,0.32404241948153967,93.6,Below Avg (85-94),-0.1567,Platoon-strength sell (dampened),1356.0,1999,27,,False,Sell high,,,Sell High on Perception,
650490,Yandy Díaz,102,0.361,0.413,0.053,0.16,89.27466666666668,0.898,0.214,0.173,0.253,0.493,0.187,0.088,0.137,0.643,0.398,0.387,-0.011,TB,0.94,0.3513,0.3513,35,0.3302,0.3083,0.1363,-0.0021020408163265306,0.3582916666666667,106.9,Above Avg (100-119),-0.1576,,3823.0,1991,35,,False,Sell high,,Monitor,Sell High on Perception,Age concern
699912,Jose Fernandez,66,0.391,0.479,0.062,0.146,88.64583333333333,0.871,0.333,0.438,0.352,0.479,0.125,0.03,0.242,0.125,0.365,0.318,-0.047,AZ,1.0,,0.3,23,0.3,0.3015,0.145,0.001462686567164179,,100.0,Above Avg (100-119),-0.1578,,41.0,2003,23,,False,Sell high,,,Sell and Move On,
691594,Javier Sanoja,58,0.396,0.354,0.021,0.083,88.96249999999999,0.943,0.0,0.438,0.415,0.521,0.167,0.069,0.103,0.667,0.361,0.272,-0.089,MIA,0.95,,0.3,24,0.3,0.2742,0.1377,-0.0007881773399014779,0.27714285714285714,83.6,Poor (<85),-0.1595,Platoon-weak overperformance (amplified),417.0,2002,24,,False,Slight sell,High chase spike — strong sell,,Slight Regression Expected,
575929,Willson Contreras,96,0.347,0.481,0.154,0.173,91.76923076923076,0.752,0.267,0.434,0.301,0.396,0.283,0.115,0.281,0.407,0.367,0.39,0.023,BOS,1.0,0.306,0.306,34,0.2968,0.2936,0.145,-0.003229946524064171,0.366218220338983,116.3,Above Avg (100-119),-0.1604,,4345.0,1992,34,Second half fader (amplified),False,Sell high,,,Veteran Regression,Age concern
621493,Taylor Ward,115,0.355,0.403,0.065,0.221,90.26753246753248,0.915,0.048,0.338,0.113,0.364,0.273,0.157,0.165,0.947,0.392,0.38,-0.012,BAL,1.0,0.3013,0.3013,33,0.2923,0.2911,0.145,-0.0011821862348178136,0.339235734870317,107.7,Above Avg (100-119),-0.1614,,2909.0,1993,33,,False,Sell high,,Monitor,Veteran Regression,Age concern
683357,Owen Caissie,78,0.378,0.513,0.154,0.256,91.23076923076924,0.811,0.182,0.231,0.281,0.333,0.282,0.051,0.436,0.118,0.28,0.309,0.029,MIA,0.95,,0.3,24,0.3,0.2938,0.1377,0.0007828746177370031,0.232,70.0,Poor (<85),-0.1643,Platoon-weak overperformance (amplified),78.0,2002,24,,False,Sell high,,,Sell High on Perception,
669477,Casey Schmitt,73,0.367,0.52,0.14,0.26,91.764,0.888,0.105,0.471,0.36,0.333,0.373,0.027,0.247,0.111,0.349,0.33,-0.019,SF,0.91,0.2776,0.2776,27,0.2776,0.264,0.1319,0.003381132075471698,0.3085907859078591,89.1,Below Avg (85-94),-0.1754,Platoon-strength sell (dampened),781.0,1999,27,,False,Sell high,,,Sell High on Perception,
802415,Chandler Simpson,101,0.345,0.138,0.0,0.011,81.40114942528736,0.962,0.0,0.264,0.333,0.611,0.078,0.04,0.069,0.571,0.315,0.284,-0.031,TB,0.94,,0.3,26,0.3,0.2695,0.1363,-0.002493827160493827,0.297,88.6,Below Avg (85-94),-0.1829,,500.0,2000,26,,False,Sell high,,,Sell and Move On,
519317,Giancarlo Stanton,89,0.327,0.418,0.182,0.218,93.42545454545454,0.757,0.188,0.418,0.309,0.273,0.291,0.067,0.315,0.214,0.32,0.333,0.013,NYY,1.0,0.2723,0.2723,37,0.2478,0.2587,0.145,0.00288268156424581,0.3439393939393939,109.2,Above Avg (100-119),-0.1887,,7237.0,1989,37,Second half fader (amplified),False,Sell high,,,Sell High on Perception,Age concern
686948,Drake Baldwin,120,0.351,0.452,0.167,0.25,90.07380952380952,0.848,0.333,0.405,0.345,0.429,0.25,0.092,0.192,0.478,0.407,0.418,0.011,ATL,1.0,,0.3,25,0.3,0.3016,0.145,0.0015829787234042554,0.353,112.1,Above Avg (100-119),-0.1917,Platoon-weak overperformance (amplified),524.0,2001,25,,False,Sell high,High chase spike — strong sell,Monitor,Sell High on Perception,
701762,Nick Kurtz,110,0.364,0.667,0.229,0.312,98.77291666666667,0.75,0.222,0.333,0.206,0.354,0.375,0.245,0.318,0.771,0.38,0.428,0.048,ATH,0.96,,0.3,23,0.3,0.2867,0.1392,-0.001325626204238921,0.372,113.4,Above Avg (100-119),-0.1924,,556.0,2003,23,,False,Sell high,,Monitor,Sell High on Perception,
672724,Oswald Peraza,72,0.333,0.408,0.102,0.224,86.51632653061225,0.884,0.5,0.429,0.366,0.44,0.16,0.083,0.208,0.4,0.389,0.396,0.007,LAA,1.0,0.2414,0.2414,26,0.2414,0.2395,0.145,-0.0019224806201550387,0.26390792291220555,83.8,Poor (<85),-0.1991,Platoon-strength sell (dampened),570.0,2000,26,,False,Sell high,High chase spike — strong sell,Monitor,Sell High on Perception,
668227,Randy Arozarena,105,0.348,0.338,0.085,0.113,88.93802816901409,0.767,0.182,0.338,0.325,0.577,0.155,0.114,0.181,0.632,0.36,0.36,0.0,SEA,1.0,0.294,0.294,31,0.294,0.2819,0.145,-0.0020608899297423888,0.3318930880159125,105.4,Above Avg (100-119),-0.2076,Platoon-strength sell (dampened),3431.0,1995,31,,False,Sell high,High chase spike — strong sell,,Veteran Regression,
608348,Carson Kelly,71,0.391,0.479,0.125,0.146,91.45625,0.896,0.2,0.333,0.259,0.396,0.208,0.141,0.169,0.833,0.425,0.389,-0.036,CHC,1.0,0.2804,0.2804,32,0.272,0.2728,0.145,0.000790874524714829,0.307483615819209,97.6,Average (95-99),-0.2098,Platoon-strength sell (dampened),2274.0,1994,32,Second half fader (amplified),False,Sell high,,Monitor,Sell and Move On,
691023,Jordan Walker,94,0.37,0.556,0.241,0.315,95.00185185185184,0.752,0.4,0.259,0.313,0.315,0.37,0.096,0.33,0.29,0.43,0.417,-0.013,STL,1.0,0.2914,0.2914,24,0.2914,0.3001,0.145,0.0007130919220055711,0.302167468719923,95.9,Average (95-99),-0.2116,Platoon-strength sell (dampened),1105.0,2002,24,,False,Sell high,,Monitor,Sell High on Perception,
682985,Riley Greene,101,0.393,0.508,0.143,0.238,90.27301587301586,0.871,0.105,0.302,0.247,0.429,0.302,0.149,0.228,0.652,0.385,0.418,0.033,DET,1.0,0.3143,0.3143,26,0.3143,0.3115,0.145,-0.0027573696145124717,0.3501009063444108,111.1,Above Avg (100-119),-0.2155,Platoon-weak overperformance (amplified),2143.0,2000,26,,False,Sell high,,Monitor,Veteran Regression,
663604,Brandon Lockridge,69,0.405,0.317,0.024,0.049,81.70487804878049,0.851,0.0,0.244,0.318,0.721,0.14,0.101,0.275,0.368,0.311,0.255,-0.056,MIL,1.0,,0.3,29,0.3,0.2906,0.145,0.0005770491803278688,0.260925,82.8,Poor (<85),-0.2203,Platoon-weak overperformance (amplified),203.0,1997,29,,False,Sell high,,,Sell and Move On,
672640,Otto Lopez,101,0.361,0.541,0.122,0.176,92.58243243243244,0.929,0.158,0.28,0.326,0.533,0.253,0.059,0.178,0.333,0.422,0.386,-0.036,MIA,0.95,0.306,0.306,28,0.306,0.2807,0.1377,2.1447721179624665e-05,0.324511673151751,97.9,Average (95-99),-0.2212,,1105.0,1998,28,,False,Sell high,,Monitor,Sell and Move On,
682177,Daniel Schneemann,64,0.417,0.395,0.105,0.158,89.16315789473684,0.862,0.182,0.5,0.348,0.368,0.289,0.125,0.281,0.444,0.388,0.384,-0.004,CLE,1.0,0.2599,0.2599,29,0.2599,0.2582,0.145,-0.0016764705882352942,0.2911570762052877,92.4,Below Avg (85-94),-0.2277,Platoon-weak overperformance (amplified),683.0,1997,29,,False,Sell high,High chase spike — strong sell,Monitor,Sell High on Perception,
571970,Max Muncy,93,0.327,0.526,0.175,0.211,91.91929824561404,0.8,0.381,0.439,0.283,0.439,0.368,0.108,0.28,0.385,0.406,0.446,0.04,LAD,1.0,0.267,0.267,36,0.251,0.2523,0.145,0.0012774869109947644,0.36360238095238095,115.4,Above Avg (100-119),-0.2283,Platoon-weak overperformance (amplified),4040.0,1990,36,,False,Sell high,High chase spike — strong sell,Monitor,Sell and Move On,Lucky + age risk
676609,José Caballero,85,0.339,0.333,0.035,0.105,82.56315789473685,0.776,0.083,0.421,0.34,0.526,0.211,0.047,0.271,0.174,0.308,0.252,-0.056,NYY,1.0,0.2784,0.2784,30,0.2784,0.2719,0.145,0.00352,0.2848640776699029,90.4,Below Avg (85-94),-0.2341,Platoon-weak overperformance (amplified),1189.0,1996,30,Second half fader (amplified),False,Sell high,,,Sell and Move On,
607043,Brandon Nimmo,111,0.375,0.474,0.118,0.197,90.4657894736842,0.879,0.235,0.382,0.295,0.408,0.224,0.09,0.207,0.435,0.4,0.39,-0.01,TEX,1.05,0.3093,0.3093,33,0.3,0.3167,0.1522,0.001672544080604534,0.33723084626940414,112.4,Above Avg (100-119),-0.2383,Platoon-weak overperformance (amplified),4437.0,1993,33,,False,Sell high,High chase spike — strong sell,Monitor,Veteran Regression,Age concern
669127,Shea Langeliers,108,0.361,0.478,0.13,0.174,92.20434782608696,0.894,0.308,0.261,0.349,0.304,0.377,0.093,0.269,0.345,0.415,0.415,0.0,ATH,0.96,0.2864,0.2864,29,0.2864,0.2814,0.1392,-0.0014976303317535545,0.3188144796380091,97.2,Average (95-99),-0.2401,Platoon-weak overperformance (amplified),1765.0,1997,29,,False,Sell high,,Monitor,Sell High on Perception,
682998,Corbin Carroll,87,0.4,0.415,0.132,0.151,90.30566037735848,0.774,0.214,0.377,0.34,0.415,0.264,0.138,0.253,0.545,0.429,0.411,-0.018,AZ,1.0,0.308,0.308,26,0.308,0.3091,0.145,0.0010728862973760933,0.3478949771689498,110.4,Above Avg (100-119),-0.2547,Platoon-weak overperformance (amplified),2149.0,2000,26,,False,Sell high,,Monitor,Veteran Regression,
545121,Ildemaro Vargas,69,0.377,0.386,0.088,0.211,85.19824561403509,0.898,0.5,0.439,0.414,0.456,0.14,0.029,0.13,0.222,0.456,0.448,-0.008,AZ,1.0,0.305,0.305,35,0.2867,0.2882,0.145,0.0014511627906976744,0.2938239436619718,93.3,Below Avg (85-94),-0.2668,Platoon-weak overperformance (amplified),1353.0,1991,35,Second half fader (amplified),False,Sell high,High chase spike — strong sell,Monitor,Sell and Move On,Lucky + age risk
700250,Ben Rice,90,0.378,0.644,0.222,0.311,95.0422222222222,0.85,0.571,0.422,0.214,0.4,0.311,0.2,0.289,0.692,0.492,0.494,0.002,NYY,1.0,0.2858,0.2858,27,0.2858,0.2877,0.145,0.0018962962962962963,0.38042372881355935,120.8,Elite (120-129),-0.2735,,769.0,1999,27,,False,Sell high,,Monitor,Sell High on Perception,
681624,Andy Pages,94,0.407,0.571,0.063,0.222,90.8968253968254,0.878,0.286,0.339,0.328,0.397,0.222,0.074,0.245,0.304,0.399,0.399,0.0,LAD,1.0,0.3124,0.3124,26,0.3124,0.3135,0.145,0.0010639386189258313,0.3193214620431115,101.4,Above Avg (100-119),-0.2757,,1131.0,2000,26,,False,Sell high,,Monitor,Sell High on Perception,
665833,Oneil Cruz,107,0.37,0.677,0.242,0.29,98.51774193548388,0.778,0.444,0.475,0.318,0.452,0.29,0.084,0.327,0.257,0.411,0.42,0.009,PIT,1.0,0.2824,0.2824,28,0.2824,0.2837,0.145,0.0013457943925233647,0.33389010989010987,106.0,Above Avg (100-119),-0.2898,Platoon-weak overperformance (amplified),1623.0,1998,28,,False,Sell high,,Monitor,Sell High on Perception,
670042,Luke Raley,75,0.432,0.537,0.195,0.22,92.51219512195122,0.639,0.4,0.463,0.319,0.415,0.244,0.067,0.36,0.185,0.404,0.429,0.025,SEA,1.0,0.2849,0.2849,32,0.2764,0.2745,0.145,-0.0019328859060402687,0.3218064814814815,102.2,Above Avg (100-119),-0.299,,1279.0,1994,32,,False,Sell high,,Monitor,Sell High on Perception,
691777,Max Muncy,97,0.377,0.564,0.127,0.236,92.51636363636364,0.835,0.143,0.436,0.371,0.509,0.255,0.052,0.34,0.152,0.334,0.33,-0.004,ATH,0.96,,0.3,24,0.3,0.2774,0.1392,-0.000633245382585752,0.267,81.4,Poor (<85),-0.3435,Platoon-strength sell (dampened),283.0,2002,24,,False,Sell high,High chase spike — strong sell,,Sell High on Perception,
656305,Matt Chapman,101,0.351,0.342,0.041,0.082,87.77808219178083,0.868,0.125,0.4,0.27,0.547,0.107,0.059,0.198,0.3,0.341,0.292,-0.049,SF,0.91,0.2872,0.2872,33,0.2786,0.2456,0.1319,0.0020523560209424084,0.3394157685762904,98.1,Average (95-99),-0.4602,,4838.0,1993,33,Second half fader (amplified),False,Sell high,Elevated chase — sell confirmed,,Sell and Move On,
669003,Garrett Mitchell,73,0.519,0.607,0.143,0.286,92.99285714285716,0.688,0.333,0.393,0.207,0.536,0.107,0.205,0.411,0.5,0.378,0.354,-0.024,MIL,1.0,,0.3,28,0.3,0.2904,0.145,0.0003843843843843844,0.302128,95.9,Average (95-99),-0.4723,Platoon-weak overperformance (amplified),488.0,1998,28,,False,Sell high,,Monitor,Sell and Move On,
677870,Leo Jimenez,14,0.273,0.273,0.0,0.0,86.12727272727273,1.0,,0.455,0.192,0.727,0.0,0.143,0.0,0.0,0.343,0.354,0.011,MIA,0.95,,0.3,25,0.3,0.2748,0.1377,-0.00016666666666666666,0.3033471074380165,91.5,Below Avg (85-94),,,254.0,2001,25,,False,Neutral,,,,
675659,Greg Jones,11,0.286,0.429,0.0,0.0,84.45714285714287,0.75,,0.143,0.273,0.875,0.0,0.0,0.273,0.0,0.182,0.186,0.004,MIL,1.0,,0.3,0,0.3,0.2888,0.145,-0.0012121212121212121,0.33225,105.5,Above Avg (100-119),,,18.0,0,0,,False,Neutral,,,,
